,swath_overlap,master,center_lat,center_lon,center_time,center_range,az_pix,heading,incidence,dfDC,ka,tecs_A,tecs_B,Hiono,ITRF_N,ITRF_E,ITRF_RMSE_E,ITRF_RMSE_N,GPS_N,GPS_E,GPS_RMSE_E,GPS_RMSE_N,slope_plates_vel_azi_itrf2014,slope_plates_vel_azi_gps,count_all,daz_bovl_RMSE_selection,daz_bovl_count_selection,daz_bovl_RMSE_full,slope_daz_bovl_mmyear,intercept_daz_bovl_mmyear,daz_bovl_RMSE_mmy_full,daz_bovl_RMSE_mmy_full_error_multi,daz_bovl_noiono_RMSE_selection,daz_bovl_noiono_count_selection,daz_bovl_noiono_RMSE_full,slope_daz_bovl_noiono_mmyear,intercept_daz_bovl_noiono_mmyear,daz_bovl_noiono_RMSE_mmy_full,daz_bovl_noiono_RMSE_mmy_full_error_multi,daz_bovl_notide_RMSE_selection,daz_bovl_notide_count_selection,daz_bovl_notide_RMSE_full,slope_daz_bovl_notide_mmyear,intercept_daz_bovl_notide_mmyear,daz_bovl_notide_RMSE_mmy_full,daz_bovl_notide_RMSE_mmy_full_error_multi,daz_bovl_notide_noiono_RMSE_selection,daz_bovl_notide_noiono_count_selection,daz_bovl_notide_noiono_RMSE_full,slope_daz_bovl_notide_noiono_mmyear,intercept_daz_bovl_notide_noiono_mmyear,daz_bovl_notide_noiono_RMSE_mmy_full,daz_bovl_notide_noiono_RMSE_mmy_full_error_multi
38,2-14,2020-09-05,41.315507,74.342062,12:59:03.227458,875670.65145,13.9373,-9.99790688067,39.324107153,4024.905294436567,-2119.867689728884,9.549647675072952e+16,9.527681463508392e+16,450.0,2.01,28.7625,0.0575444492228709,0.1961446590471617,8.331,28.749,0.7301584302966948,2.24145681793486,-3.0140445903881137,3.2133090753887297,206,19.01825776685154,131,52.467227468281045,3.1485516342976005,-12.302289877055081,1.800337990314259,7.097649938070242,18.871600827144416,124,54.47813433716335,5.569889276013416,-3.455212434564422,1.8693393880576548,7.369680950610709,21.6163701542428,133,56.09793408824067,2.942446807217533,-1.0146061703449858,1.9249205035326153,7.588803861381447,24.25221078717559,135,56.98503046545131,4.947089959347767,5.471778698202257,1.9553599489926843,7.708808287965218
39,2-15,2020-09-05,41.481579,74.306629,12:59:05.985735,875670.65145,13.9373,-9.99349099599,39.3057938154,4024.905294436567,-2119.867689728884,9.515543237136498e+16,9.493515470019152e+16,450.0,1.925,28.756875,0.0594102965262193,0.2655811238272278,8.331,28.749,0.7301584302966948,2.24145681793486,-3.0945687682233265,3.215602626696976,206,18.055995115526212,129,52.40541488802811,3.0717699030698116,-12.485899866249824,1.781471783081787,7.02682738173725,19.243697345469826,130,54.11943012699419,5.440906473584467,-5.794307912851515,1.8397380861062858,7.256652662953241,19.901347839508976,131,56.36199151647536,3.0901632541578326,-4.070741104696807,1.9159718082459678,7.557348532082462,22.200522053490587,133,56.92610813373972,5.050094754124936,2.2414856619549854,1.9351484112396082,7.632988618152875
40,2-16,2020-09-05,41.647215,74.267886,12:59:08.744012,875670.65145,13.9373,-9.99124544998,39.3152253217,4024.905294436567,-2119.867689728884,9.484711513598733e+16,9.462603507616589e+16,450.0,2.04,28.758888888888887,0.0448454134902452,0.1991858428704208,8.331,28.749,0.7301584302966948,2.24145681793486,-2.9805391927081217,3.2167689258679166,206,17.192357222378348,127,52.04899787683053,0.7310398445677636,-1.7637932736449136,1.7859870390920152,7.041072768337908,21.123127839273433,131,53.78251528329599,3.0344407249176255,5.574277219563015,1.8454702135292105,7.275579150823652,21.154618917085518,129,55.56166671927051,0.1092657901687743,10.089007946679786,1.9065192545261702,7.516258803412428,23.16279158298754,131,56.182945978749174,3.025409102659459,12.033679795831667,1.9278375651632025,7.600304081014125
41,2-17,2020-09-05,41.812826,74.228927,12:59:11.502289,875670.65145,13.9373,-9.9895256911,39.2993971876,4024.905294436567,-2119.867689728884,9.450669746809136e+16,9.42849692053191e+16,450.0,2.04,28.730000000000004,0.0610513941468397,0.1961446590471615,8.331,28.749,0.7301584302966948,2.24145681793486,-2.974667146081889,3.21766213662586,206,16.67503626817145,128,51.094167735373524,2.5704039040127786,-8.766595656481117,1.7532234062318521,6.911905468646363,17.834409153467064,126,52.94201756244653,5.468895930727378,-3.0923022958732154,1.8166297344218916,7.16187848691985,23.355601348556657,142,55.3370851651899,2.2289807911725266,2.878112976969313,1.8988130591877337,7.485877909846522,23.587139476923223,138,56.03769766212977,4.632470712527581,6.8242905236387585,1.9228535765848778,7.580655211515888
42,2-18,2020-09-05,41.978427,74.189871,12:59:14.260566,875670.65145,13.9373,-9.98745840997,39.2942273526,4024.905294436567,-2119.867689728884,9.417840376972957e+16,9.395595573676042e+16,450.0,1.955,28.749166666666667,0.0471859635009724,0.2685821357357253,7.139166666666665,28.818166666666663,0.5786043265191391,2.535343244349109,-3.0606695011328844,2.032968104149856,206,17.257514796730753,132,57.21183032712466,2.0036151746449966,-7.898617602345281,1.9448612629821718,7.67129993648395,17.832367692281508,128,58.620114975477215,4.86039252699811,0.9749871105295838,1.992734548003359,7.860131055357214,21.91531599286055,140,61.325469535898776,1.791628131919155,4.294994603487864,2.0847004798239324,8.222880964752946,22.682211438475893,137,61.73525658739066,4.656372804491323,7.5691297189547555,2.098630797346754,8.277827631624243
43,2-19,2020-09-05,42.14402,74.150728,12:59:17.018843,875670.65145,13.9373,-9.98556512574,39.3079730059,4024.905294436567,-2119.867689728884,9.38721708143289e+16,9.36488803789797e+16,450.0,2.07,28.73,0.0466368952654445,0.1991858428704207,5.625249999999999,29.166000000000004,0.2542793739177443,1.1203128655276016,-2.9431412829186936,0.4826494780894741,206,17.8224487754132,132,47.5846709510292,3.5732036972813996,-14.522625246908088,1.6328000354417593,6.4371485425420065,19.606156679964503,131,50.61538003780707,7.255109860768709,-12.41591233400074,1.736794490071869,6.847136132892234,19.884870796326314,133,51.59355538128013,3.1837767103334214,-5.2017120273814195,1.770359180203583,6.979461519634284,22.45798629821759,134,53.376535537045264,6.669677383791084,-4.038348734119641,1.8315395982529368,7.220659112928066
44,2-20,2020-09-05,42.309602,74.111487,12:59:19.777120,875670.65145,13.9373,-9.98405631387,39.2952311152,4024.905294436567,-2119.867689728884,9.353674475921738e+16,9.331421861362014e+16,450.0,1.985,28.70125,0.0643816744112796,0.2655811238272278,5.625249999999999,29.166000000000004,0.2542793739177443,1.1203128655276016,-3.0211149792630927,0.4834315792284149,206,17.216147345465107,132,47.611150444560934,3.4464981830946297,-12.64875834711504,1.6337086414510587,6.440730629583659,17.63750164844173,126,50.45719173270923,7.09251121880763,-8.39283207564982,1.7313664842664493,6.825736770508165,19.61076566915602,133,51.58163061846863,3.0643512111843667,-1.8953703942132352,1.7699499989955738,6.977848364220618,21.88811857936761,134,53.19403797562196,6.611523705671687,-0.5987283836693322,1.825277455028986,7.195971248368859
45,2-21,2020-09-05,42.475176,74.072155,12:59:22.535396,875670.65145,13.9373,-9.98230159044,39.3078460651,4024.905294436567,-2119.867689728884,9.322879103483736e+16,9.300490106249533e+16,450.0,2.1,28.70777777777778,0.0494413232473046,0.1991858428704208,5.625249999999999,29.166000000000004,0.2542793739177443,1.1203128655276016,-2.908111249854898,0.484341149589147,206,17.25692446942966,133,54.232532242819126,1.3023416244589625,-3.1602878348493992,1.845784370634263,7.2718180622943045,16.872235334193594,125,56.18555681349261,5.480390262248329,-1.5107531561337573,1.9122548465448101,7.533691125597715,20.687046054850715,135,58.15859867762488,0.6552623328347779,9.64710940714585,1.9794066037062847,7.798248225771839,23.19734700812919,138,58.97684965378514,4.598543342875187,8.423280086134048,2.007255475971583,7.907964146859406
46,2-22,2020-09-05,42.64074,74.032726,12:59:25.293673,875670.65145,13.9373,-9.98123980813,39.2486578072,4024.905294436567,-2119.867689728884,9.283193503702765e+16,9.26069878942481e+16,450.0,2.1,28.696666666666676,0.0507444578254607,0.1991858428704208,5.625249999999999,29.166000000000004,0.2542793739177443,1.1203128655276016,-2.905654714959355,0.4848915299597527,206,17.41905292696324,126,54.5174510415661,2.3381237286204954,-6.940158379511644,1.8791330937223365,7.374999627011857,19.79777950142525,126,57.85295030484851,5.713571720885373,-0.527756658039098,1.9941026480572015,7.826218555128118,21.120263334378095,131,58.13997163561555,1.872338389347252,6.255052781742126,2.0039958340177115,7.8650461629291035,23.497239860606147,132,60.322108460855056,5.534975165305862,7.259709708723577,2.0792107504343105,8.16024078345456
47,2-23,2020-09-05,42.806524,73.994986,12:59:28.051950,875670.65145,13.9373,-9.97869333394,39.2223627835,4024.905294436567,-2119.867689728884,9.247152560155402e+16,9.224529502526222e+16,450.0,2.015,28.665625,0.0687961966002964,0.2655811238272278,5.625249999999999,29.166000000000004,0.2542793739177443,1.1203128655276016,-2.982717615658216,0.4862115073923574,206,17.527981979284593,130,50.84289608198615,1.4409809679653567,-2.6090942483839576,1.728355455896011,6.817315636543848,17.97473610742758,126,53.113034138077445,5.319334919909254,3.373073032561168,1.805526620350433,7.121709147919526,21.24228536885198,136,55.105637239967145,0.8523266886290625,12.87275935083489,1.8732632504006406,7.388889134323789,23.072041486667764,135,56.259531126081676,4.871215999618211,11.021813664379513,1.9124887656107898,7.543610038106215
48,2-24,2020-09-05,42.972304,73.957216,12:59:30.810227,875670.65145,13.9373,-9.97610931986,39.21965493,4024.905294436567,-2119.867689728884,9.214169686148403e+16,9.191394565954456e+16,450.0,2.13,28.671111111111117,0.0534893551196043,0.1991858428704208,5.072333333333333,29.165333333333336,0.1988352752070584,1.2198597733619494,-2.8691178077270525,-0.0568901728790747,206,16.91655590754708,131,49.20581457740161,0.5972171258506191,-1.5904987511758453,1.6986205915506012,6.6564532497762725,18.85949887572742,130,51.584185990563576,4.90664306997244,-1.028443405605283,1.7807237066285386,6.9781940492790175,20.792771380864046,135,53.245448060700824,-0.14110091368942465,11.014498073401235,1.838071684393611,7.202925890433694,21.052236719650608,129,54.44003278422732,4.066568866288544,8.397877611090077,1.879309619933539,7.36452665719964
49,2-25,2020-09-05,43.137838,73.917497,12:59:33.568504,875670.65145,13.9373,-9.97487690222,39.2135014713,4024.905294436567,-2119.867689728884,9.180326648432398e+16,9.157337347240675e+16,450.0,2.0358333333333336,28.665000000000003,0.0524837637231313,0.2689865942361958,4.361,29.06025,0.1459072193781591,0.46574170237733,-2.9601871664970885,-0.7386319439018196,206,17.901451742659265,131,49.68079415208839,0.7162546141190251,-1.6402399797378608,1.704725509939671,6.720707431129735,19.339783787646542,127,51.4898559314041,3.8818586683502554,6.723892697127596,1.7668008816580716,6.965433288498277,21.81638272742762,133,53.999372476509315,0.11595739330287021,10.633862639109118,1.8529113584544088,7.304915110016676,22.82454791276411,132,55.10896508520331,2.950575869160894,17.10194173186344,1.8909854443857013,7.4550183323594466
50,3-1,2020-09-05,39.342362,75.758344,12:58:28.447896,930265.10445,13.90457,-9.42499580466,43.911501675,4230.359580332918,-1990.983763180304,1.0588271366319666e+17,1.055701626746954e+17,450.0,1.6100000000000003,28.901111111111117,0.0280376730687683,0.1991858428704209,19.5555,29.77675,1.127629482587254,3.3416333830428893,-3.144474089133907,14.41538486525737,206,21.572993747523178,135,51.89243173929552,4.619231420777539,-17.540843302756898,1.7640334132756073,6.958043572972719,18.859372917659947,130,53.86286295897802,10.586691547539726,-28.52617956528553,1.831016331469607,7.222250622528165,24.26637608815313,138,56.196625570010724,4.340113145531778,-4.239140778887434,1.9103503516056763,7.535175289811461,20.951819225719277,134,57.03206197480919,10.054235157547447,-19.134778993877546,1.9387502103776657,7.647195534617861
51,3-2,2020-09-05,39.508045,75.722883,12:58:31.206172,930265.10445,13.90457,-9.41818293835,43.9102701002,4230.359580332918,-1990.983763180304,1.054300018082205e+17,1.0511607073315032e+17,450.0,1.6099999999999997,28.879166666666663,0.0407784108061952,0.1961446590471617,19.5555,29.77675,1.127629482587254,3.3416333830428893,-3.13746159703311,14.419258409916615,206,19.60008634515675,134,49.77723033537747,4.1488876063438145,-16.924450292453557,1.7080345798637784,6.733753103702452,16.593934516532688,126,52.77308186638865,10.229379261627413,-28.995151219625566,1.8108329472423628,7.139025241369797,20.079704594996993,127,53.900249029616795,3.4213246575499356,-2.2978081586573493,1.8495100789170176,7.291505910395383,19.0425892903088,128,55.66767739681642,9.806683007956021,-20.128655424923757,1.9101568595488188,7.530599692291555
52,3-3,2020-09-05,39.673721,75.687369,12:58:33.964449,930265.10445,13.90457,-9.41137548314,43.930971542,4230.359580332918,-1990.983763180304,1.0501576513189757e+17,1.047001427521111e+17,450.0,1.5225000000000002,28.8925,0.0298861475968688,0.2721004159563825,19.5555,29.77675,1.127629482587254,3.3416333830428893,-3.2225478343999816,14.423128674394787,206,19.501045736182903,132,52.60327821804564,4.318472287056976,-17.532397675842063,1.8050063775195686,7.116054581163396,16.425015535994856,127,55.94824074090545,10.12397191974792,-27.886821484575613,1.9197839900725155,7.56855367800582,21.89898110628882,133,56.311357766039784,3.5240637431002506,-1.7139024105301308,1.9322438322792603,7.61767534223927,18.551271249940456,127,58.50584025484276,9.777474273753471,-19.325068285045294,2.007544365284517,7.914540056696785
53,3-4,2020-09-05,39.839337,75.65138,12:58:36.722726,930265.10445,13.90457,-9.40504062913,43.9320274843,4230.359580332918,-1990.983763180304,1.0456324438834829e+17,1.0424619614750856e+17,450.0,1.64,28.88111111111111,0.0317979733805647,0.199185842870421,19.5555,29.77675,1.127629482587254,3.3416333830428893,-3.101587184919838,14.426730066497708,206,20.082833100330358,133,47.502749462792046,5.534448578627943,-23.849801959133504,1.6447299010573138,6.426066385661035,16.369240782456693,127,49.618071744256824,11.258706333746636,-33.39371449577242,1.717970583881841,6.712222483181409,21.405154408889075,132,52.12376220898955,4.778075476410518,-7.860842054019758,1.804727331159556,7.051186721049419,19.296530526736667,131,53.090109891743985,10.920837516840239,-24.917034120655966,1.8381860455838606,7.181912088133144
54,3-5,2020-09-05,40.005009,75.615843,12:58:39.481003,930265.10445,13.90457,-9.39827372525,43.9544401249,4230.359580332918,-1990.983763180304,1.0414184593967555e+17,1.038231341925144e+17,450.0,1.55,28.860625,0.0455292945988257,0.2702097950358819,16.832111111111107,29.078111111111117,1.5180751335527212,4.504417011235872,-3.183636998946544,11.857828924740616,206,20.1383907778566,134,49.03902277959984,5.458072826477479,-23.558043570757935,1.6979216570908908,6.633890026018089,17.12076718529461,128,50.736924905152776,11.6567935020201,-36.57054274333785,1.756709630977606,6.863578452447056,20.39841018252518,127,53.5952398641196,4.766988633122549,-9.676711511438485,1.855675609427666,7.250244948285068,18.921931129631574,129,54.22392648608354,11.188748200207149,-27.6442511561153,1.8774431849308206,7.335292277422968
55,3-6,2020-09-05,40.170977,75.582648,12:58:42.239280,930265.10445,13.90457,-9.3898794081,43.9888284228,4230.359580332918,-1990.983763180304,1.0373349349212088e+17,1.0341301446084323e+17,450.0,1.5499999999999998,28.87,0.0333030165163899,0.2732631099741187,14.139,29.6045,0.8919337979917574,2.509871152071357,-3.180957859669963,9.119527156403583,206,18.5139959081201,132,53.0945421726363,3.9813247814137176,-16.303984192701982,1.821863398623961,7.1825116772427435,17.720614876591984,136,55.84094296179612,9.834549729016027,-28.351354438243426,1.9161022199975868,7.554038672887418,20.565920097769983,129,56.669260634808566,3.5810468799294357,-4.09022356259649,1.944524758155835,7.666091646986603,19.205924497736465,132,58.3425015379976,9.37555801329185,-19.421441519089033,2.0019396304545296,7.892443958056898
56,3-7,2020-09-05,40.336636,75.547034,12:58:44.997557,930265.10445,13.90457,-9.38324862821,43.9901225078,4230.359580332918,-1990.983763180304,1.0327895649990864e+17,1.0295697385032352e+17,450.0,1.6666666666666663,28.855555555555554,0.035746017649212,0.2035313243704762,14.139,29.6045,0.8919337979917574,2.509871152071357,-3.060171607180808,9.123174250196538,206,18.08516491756433,129,51.970756984088354,2.742375182309021,-10.846074156697838,1.7833023145811893,7.030488514236395,17.783584655262754,135,54.438520745610866,8.970042310202974,-24.982662353234296,1.8679801042295094,7.364322111975691,20.53019935096774,132,55.17240778502356,2.334513030681536,0.8409543679635259,1.8931623900374037,7.463600719807354,18.27432126884772,128,56.51653354798774,8.604573541764998,-15.459300971420314,1.9392841462572656,7.645431066075008
57,3-8,2020-09-05,40.502272,75.511227,12:58:47.755834,930265.10445,13.90457,-9.37693266704,43.9894824382,4230.359580332918,-1990.983763180304,1.028146587022192e+17,1.0249124649937678e+17,450.0,1.57625,28.83625,0.0489727815560167,0.2673293848419959,14.139,29.6045,0.8919337979917574,2.509871152071357,-3.1430663970135853,9.126648072243093,206,17.357778974608525,128,55.71293229757124,2.7405109597128154,-11.448388311714453,1.8939076630331537,7.470318840560902,18.95635477931385,137,57.18305980455201,9.062190475933397,-26.91341143780957,1.9438832366797707,7.667442214982606,21.154587643145906,132,59.03559338887367,2.5188409237869456,-0.9837067055897313,2.006858337911818,7.915840853629261,17.784251845405425,126,59.49444741895161,8.53004116853357,-17.825484408312136,2.0224566402796778,7.977366710635857
58,3-9,2020-09-05,40.667899,75.475352,12:58:50.514111,930265.10445,13.90457,-9.37053197435,43.9898708387,4230.359580332918,-1990.983763180304,1.0234994449944706e+17,1.020810913667466e+17,450.0,1.6922222222222223,28.84,0.0364005494464021,0.2021000852163215,14.139,29.6045,0.8919337979917574,2.509871152071357,-3.0260452205901527,9.130168384062596,206,16.66086214275155,123,60.16792381703756,4.490416734593031,-18.80790458049411,2.0453508240644234,8.06767040167877,21.323498858944934,135,61.76282775847466,7.937004984797513,-17.727941313082187,2.0995680528463523,8.281524536998116,21.530400452691932,136,63.073804443919116,4.073710340663562,-6.356570991439552,2.1441334470596867,8.457308029787612,20.67069620091592,134,63.66785761670066,7.43311144134981,-8.913385275584169,2.1643277145265505,8.536962185939764
59,3-10,2020-09-05,40.833519,75.439415,12:58:53.272388,930265.10445,13.90457,-9.36389683884,43.9883531919,4230.359580332918,-1990.983763180304,1.0197761820846093e+17,1.0174880173671229e+17,450.0,1.6922222222222223,28.828888888888887,0.0372305131728147,0.2021000852163215,14.139,29.6045,0.8919337979917574,2.509871152071357,-3.0209102191961046,9.133817516619764,206,19.804128902354908,132,57.099627449559044,5.174709607919489,-21.46984266536449,1.9592921808643005,7.724310713315349,21.205231464556554,132,60.168318446696716,8.702286160123254,-18.57057516768182,2.0645899305123367,8.139436412094804,21.725677155610764,134,61.09865023307976,4.973814665026701,-11.62440662433075,2.0965129373004188,8.265289628752734,22.74694249223856,131,63.10176549251959,8.117659597891576,-10.157207945942638,2.165246977091812,8.536266609682512
60,3-11,2020-09-05,40.999131,75.403416,12:58:56.030664,930265.10445,13.90457,-9.35825097876,43.9417118792,4230.359580332918,-1990.983763180304,1.0157673673526986e+17,1.013475193216707e+17,450.0,1.605,28.8075,0.0531036721894068,0.2655811238272278,12.14188888888889,29.585444444444445,0.7091990396057923,3.639199721245196,-3.1006635513657725,7.169489670966384,206,20.268060728319636,138,49.505680269752226,3.3352818168607854,-17.109977573901904,1.6828980877504665,6.638013846742658,19.81361180881276,129,52.24611444845218,6.5734543861076755,-14.692808963353022,1.7760565175268013,7.00546743843508,21.506238858175873,131,53.793875166450945,2.704234602815099,-7.774010139357001,1.8286711576735946,7.213000332065421,22.659257539903148,132,55.302322354365884,6.364334024217425,-5.147674670861621,1.8799493720963083,7.415261835511064
61,3-12,2020-09-05,41.164734,75.367351,12:58:58.788941,930265.10445,13.90457,-9.35205325477,43.9455073285,4230.359580332918,-1990.983763180304,1.0125599916663342e+17,1.010259851269957e+17,450.0,1.72,28.81222222222223,0.0399304951690366,0.1991858428704208,9.36975,29.10825,0.5935685161237352,2.1748399749560123,-2.9848565340682307,4.515112145821127,206,19.06421889049455,130,46.1873306981503,4.580685584879147,-16.901541441676585,1.5865392641316363,6.248119458333109,17.952683132047486,123,48.86103611438957,7.8124154400861805,-9.992481338141245,1.6783813030515151,6.609812385474366,21.169835814635174,133,49.97908005277238,4.192844933439177,-4.150949134580205,1.7167862201674422,6.761058884916708,22.695900289603568,134,51.35915215246712,7.358469494999054,-1.7755371647396379,1.764191829896405,6.947751971736524
62,3-13,2020-09-05,41.33033,75.331218,12:59:01.547218,930265.10445,13.90457,-9.34617613518,43.9073708487,4230.359580332918,-1990.983763180304,1.0086660675214376e+17,1.0063612256926333e+17,450.0,1.72,28.802222222222227,0.0411636301174283,0.1991858428704208,9.36975,29.10825,0.5935685161237352,2.1748399749560123,-2.980287723296473,4.518214397340256,206,17.526923461148254,130,50.94762551363934,3.586603424891247,-12.141255184797895,1.7319156324111107,6.831358376966508,17.562156737621052,124,53.572025991373486,6.722262230040371,-5.862083357830955,1.8211296078863262,7.1832534850767855,19.61370675676787,133,54.76590509520732,3.4210772469306923,0.4383413490090051,1.8617143821970648,7.343335842887105,22.3641110424404,134,56.19789544738199,6.2121021834996615,2.9731112543916605,1.9103935198681468,7.535345562465591
63,3-14,2020-09-05,41.496088,75.296412,12:59:04.305495,930265.10445,13.90457,-9.33910606973,43.916833944,4230.359580332918,-1990.983763180304,1.0054608967431789e+17,1.003147857915562e+17,450.0,1.635,28.776875,0.0568880479538542,0.2655811238272278,9.36975,29.10825,0.5935685161237352,2.1748399749560123,-3.056506397031397,4.52194628516622,206,18.48445032069285,131,54.94866112131757,3.251698020340204,-11.64555839652232,1.8679269979047988,7.367840849692086,19.152636978244608,129,57.524739572283316,6.551799191310627,-6.552757118351295,1.9554983124570455,7.713256655204288,21.643933424003077,136,58.528683824470285,3.0416995390390165,-0.5694136096784277,1.9896264337757905,7.847871426904468,23.888393742223382,137,60.016845083672514,5.903462514256459,2.9252619245471303,2.0402150475213445,8.047412873278777
64,3-15,2020-09-05,41.661845,75.261617,12:59:07.063772,930265.10445,13.90457,-9.3320033829,43.9755919245,4230.359580332918,-1990.983763180304,1.002977833827503e+17,1.0006528408905656e+17,450.0,1.75,28.78333333333333,0.0412310562561766,0.1991858428704208,9.36975,29.10825,0.5935685161237352,2.1748399749560123,-2.9405226759714207,4.525695322643334,206,18.167653018100186,132,48.57869775655648,3.005039097190835,-10.511123414020698,1.6669086458588822,6.571618279845279,18.817409661164614,130,51.15743918203728,6.150947012068029,-4.6692973071499875,1.7553944755760345,6.92046468934782,20.790588368858167,132,52.54673287632527,2.579130738026046,1.8729026034160627,1.8030661048620187,7.10840525299178,21.04421536565309,129,53.93615835797849,5.723545148033891,3.8290232189053737,1.850742256243239,7.296363644537645
65,3-16,2020-09-05,41.827416,75.22529,12:59:09.822049,930265.10445,13.90457,-9.32614221201,43.9559377101,4230.359580332918,-1990.983763180304,9.993749539048782e+16,9.970436318250814e+16,450.0,1.75,28.77111111111111,0.0425571511160122,0.1991858428704208,9.36975,29.10825,0.5935685161237352,2.1748399749560123,-2.935607498726979,4.5287889937938495,206,17.745124751450703,131,47.94407079179879,3.3902670773467487,-13.64886155296396,1.645132327774939,6.485767354335002,18.931491541203492,129,50.628679579153605,6.484578319721232,-9.595908951259014,1.7372508448421449,6.848935265291058,20.503334694561357,134,51.91460395221277,3.227676800104739,-4.892186686152048,1.7813755034757561,7.022892256868783,22.781215949683368,135,53.38434377019726,5.939269811315461,-1.065609747673244,1.8318075266238283,7.22171539335724
66,3-17,2020-09-05,41.992977,75.188891,12:59:12.580326,930265.10445,13.90457,-9.32039302344,43.9454211959,4230.359580332918,-1990.983763180304,9.958534496438733e+16,9.93515221952203e+16,450.0,1.665,28.744375,0.0612066172893089,0.2655811238272277,7.716499999999999,29.018666666666665,0.480515001500126,3.069357440898665,-3.012278022048565,2.9149079691165207,206,18.304325493279965,131,48.37083597075599,2.999419341321221,-11.188510641041322,1.6597761654941123,6.543499199377268,19.428889293389314,128,52.153460022627954,6.68272357227651,-8.113971178569328,1.7895715084589716,7.055204175283281,20.474896668132146,131,52.21002601956676,2.5854667493178916,1.30404733957204,1.7915124898708648,7.062856297646948,22.768413609536154,131,54.747829516047204,6.158632515925066,0.7484926854102532,1.878593593011447,7.406164715087496
67,3-18,2020-09-05,42.158531,75.152421,12:59:15.338603,930265.10445,13.90457,-9.3147510975,43.956239531,4230.359580332918,-1990.983763180304,9.926361200243646e+16,9.90289329332391e+16,450.0,1.78,28.75111111111111,0.0462180820795406,0.1991858428704207,5.97075,29.16,0.3762632057483154,1.8477677298116597,-2.8970650317129127,1.1722441739405216,206,18.586881865706186,130,52.11890933901614,2.760437173763448,-10.200787956960632,1.7883859510872913,7.0505302355835715,18.83755966969423,127,54.375857454532095,6.694075878138719,-8.507968991920295,1.8658299028758247,7.355845161210314,22.2277723312879,135,55.69224930185583,2.314570430981603,1.8936328083719989,1.91100000938296,7.533923725001052,22.194995367259114,131,56.91186132654255,6.188251410139282,0.29557833828904156,1.9528492544724847,7.698910129451727
68,3-19,2020-09-05,42.324077,75.115884,12:59:18.096880,930265.10445,13.90457,-9.30894355082,43.931233937,4230.359580332918,-1990.983763180304,9.888808945598026e+16,9.86528231274721e+16,450.0,1.6950000000000005,28.744999999999997,0.046612522702888,0.2685821357357254,5.97075,29.16,0.3762632057483154,1.8477677298116597,-2.97705207546291,1.1752588321838564,206,17.015421103506977,130,51.65211434591557,1.6679904630837858,-6.192299431083145,1.7558640541319899,6.925820398254649,17.880370608090274,128,53.652434642542936,5.701290328374579,-7.186949730476314,1.8238630228107298,7.1940351516845835,19.94565186858487,132,55.773617540211795,1.1757298120476223,3.3377695362058013,1.8959705996141394,7.4784558761242135,20.97782978954671,130,56.664698139276524,4.9298451297701895,2.4907888871162513,1.926262029365778,7.597937222970172
69,3-20,2020-09-05,42.489614,75.079273,12:59:20.855156,930265.10445,13.90457,-9.30337858368,43.9481024713,4230.359580332918,-1990.983763180304,9.857728473332269e+16,9.834109429458054e+16,450.0,1.81,28.700833333333332,0.0652907251290626,0.1961446590471615,5.97075,29.16,0.3762632057483154,1.8477677298116597,-2.8536429002197186,1.1781475576987228,206,17.816324249370098,130,49.7812337613722,2.4035986688794635,-9.520101413174682,1.7081719517101066,6.734294678274516,18.791612023847904,128,52.23727638581866,6.650372381350195,-8.849323250482545,1.7924475472768084,7.066542666637136,19.92201803363832,130,53.75606440436274,1.9335295182717436,2.079172358512388,1.8445625893889825,7.272000934701293,23.14843393459988,136,55.107615068126826,5.87952833858671,0.627104878404507,1.890939120477466,7.454835705049379
70,3-21,2020-09-05,42.655143,75.042585,12:59:23.613433,930265.10445,13.90457,-9.29808823418,43.8731939387,4230.359580332918,-1990.983763180304,9.812752454043166e+16,9.789112490711944e+16,450.0,1.81,28.717777777777776,0.0489330608530106,0.1991858428704208,5.97075,29.16,0.3762632057483154,1.8477677298116597,-2.8537383945819945,1.1808937213064574,206,17.068169346040733,133,46.9073860097343,3.35412918325444,-12.35700654547383,1.6095599698061582,6.345526940761279,17.68712224647732,125,50.028346137646,7.102487561877232,-10.474457479492196,1.7166512600393267,6.767723491398222,18.931211043715223,132,51.059028848311264,2.9884563629179786,-1.739654689392835,1.7520176654986732,6.907151958090996,21.80778619586799,134,52.97465213053002,6.565213694056167,-1.8569177580210665,1.8177495430253388,7.166293218768921
71,3-22,2020-09-05,42.820663,75.005823,12:59:26.371710,930265.10445,13.90457,-9.29284243458,43.8412567672,4230.359580332918,-1990.983763180304,9.773973067334163e+16,9.750278968282214e+16,450.0,1.725,28.710000000000004,0.0502719875007219,0.2685821357357253,5.97075,29.16,0.3762632057483154,1.8477677298116597,-2.9337453465917367,1.1836167495986487,206,17.701517890676254,133,48.11005752943738,1.8965507827832926,-7.082406237379008,1.6508279256572633,6.508221671343334,18.941917348710835,129,50.77190419091675,6.0559382646799,-5.919716989443474,1.742165392878108,6.868310372493459,19.939562639706715,131,52.3034196241649,1.3937705398837243,4.856853604328486,1.7947171580518007,7.07549037693564,22.15375669198624,132,53.77160401997745,5.274247594839047,3.620019424227159,1.8450958091091103,7.274103099369172
